,utt,intent,index
5386,that is false,no,53
5387,negative,no,53
5388,what you just said is wrong,no,53
5389,that’s actually wrong,no,53
5390,that’s not correct,no,53
5391,that’s incorrect,no,53
5392,are you sure i don’t think that’s correct,no,53
5393,that'd be a no,no,53
5394,nada,no,53
5395,the answer is no,no,53
5396,i think that's false,no,53
5397,i believe that to be false,no,53
5398,it seems not,no,53
5399,that would be false,no,53
5400,is the apr on my credit card good,apr,54
5401,how good is the apr on my credit card,apr,54
5402,do i have a good apr on my credit card,apr,54
5403,does my credit card apr fall into a good range,apr,54
5404,tell me how the apr on my hy-vee card is,apr,54
5405,what's my apr on my discovery card,apr,54
5406,what's an example of a good apr and what do i have,apr,54
5407,how much is my apr on my bank of america card,apr,54
5408,is my visa card's apr decent,apr,54
5409,how good is the apr on my mastercard compared to others,apr,54
5410,is the apr rate on my amex pretty good,apr,54
5411,can you inform me what my apr is on my visa,apr,54
5412,how high is the apr on my mastercard,apr,54
5413,how much is my amex's apr,apr,54
5414,what's the current apr for my mastercard,apr,54
5415,how much do i pay in apr on my amex card,apr,54
5416,what is the apr on my master card,apr,54
5417,what is the apr on my visa card,apr,54
5418,what is the apr on my discover card,apr,54
5419,what is the apr on my chase freedom card,apr,54
5420,what is the apr on my american express card,apr,54
5421,what is the credit card apr exactly,apr,54
5422,what is the credit card apr at the moment,apr,54
5423,what is the credit card apr if you could fill me in,apr,54
5424,what is the credit card apr please,apr,54
5425,what is the credit card apr if you could tell me,apr,54
5426,could you tell me what is the apr for the credit card,apr,54
5427,could you please state the apr for the credit card,apr,54
5428,what is the credit card's apr,apr,54
5429,what is the apr for the credit card,apr,54
5430,could you please tell me the apr for the credit card,apr,54
5431,what is the apr rate on my bank of america card,apr,54
5432,"i need to know on my citibank card, what is the apr",apr,54
5433,i need to know the apr on my credit union visa,apr,54
5434,"on my bank of america visa, what is the apr",apr,54
5435,what is the apr on my aaa visa card,apr,54
5436,review of my card apr,apr,54
5437,how good is card apr,apr,54
5438,can you give me an appraisal of my card's apr,apr,54
5439,tell me the apr on my mastercard,apr,54
5440,give me the apr for my mastercard,apr,54
5441,fill me in on the apr for my american express card,apr,54
5442,would you say that my card's apr is,apr,54
5443,give me information about my card's apr,apr,54
5444,what is the apr on my barclay's card,apr,54
5445,i need to know the apr for my visa card,apr,54
5446,can you look into whether my card has good apr or not,apr,54
5447,tell me how good the apr is on my card please,apr,54
5448,i must know my visa card's apr,apr,54
5449,i need the apr on my visa card,apr,54
5450,get me the apr on my visa card,apr,54
5451,the apr on my visa card is what,apr,54
5452,can you tell me the apr on my visa card,apr,54
5453,my visa card  what's the apr on that,apr,54
5454,"the apr on my disney visa, what is that exactly",apr,54
5455,i'd like to know the apr on my visa card,apr,54
5456,"hey siri, tell me the apr on my disney visa",apr,54
5457,"check the apr on my disney visa, please",apr,54
5458,how much is the apr these days on my nordstrom credit card,apr,54
5459,"on my wells fargo mastercard, what is the current apr",apr,54
5460,tell me the current apr on my visa card from bbt,apr,54
5461,what is the apr on my chase visa,apr,54
5462,what will the apr on my transferred balance be after the first year on my bank of america credit card,apr,54
5463,what's my apr on the credit card i used for a purchase a week ago,apr,54
5464,what's my apr on the card i recently used to make a purchase,apr,54
5465,what's my apr on my primary credit card,apr,54
5466,what's my apr on this card,apr,54
5467,what's the apr like for my credit card,apr,54
5468,this credit card's apr is what,apr,54
5469,what apr do i have with my credit card,apr,54
5470,what apr does this credit card have,apr,54
5471,what is the apr to my credit card,apr,54
5472,i want you to tell me my credit card's apr,apr,54
5473,tell me what my credit card's apr is,apr,54
5474,would you please inform me about my credit card's apr,apr,54
5475,do you know my credit card's apr,apr,54
5476,it would be great if you could tell me my credit card's apr,apr,54
5477,what is my credit card's annual percentage rate,apr,54
5478,tell me my credit card's annual percentage rate,apr,54
5479,"my credit card's apr, please",apr,54
5480,can you let me know my credit card's apr,apr,54
5481,what is my apr for my credit card,apr,54
5482,what is my apr,apr,54
5483,i want to know my credit card apr,apr,54
5484,is my apr for my credit card available,apr,54
5485,tell me my credit card apr,apr,54
5486,"what's the apr on my visa card, please",apr,54
5487,what's the apr on my amex card,apr,54
5488,"what's the apr on my amex card, please",apr,54
5489,"what is the apr on my amex card, please",apr,54
5490,what is the apr on my amex card,apr,54
5491,give me my credit card's apr,apr,54
5492,what is the apr for my credit card,apr,54
5493,please say my credit card's apr,apr,54
5494,what is my credit card's apr,apr,54
5495,please say the apr for my credit card,apr,54
5496,credit card annual rate,apr,54
5497,what's the annual rate on my discover card,apr,54
5498,tell me the apr of my credit card,apr,54
5499,what's the apr of my discover card,apr,54
5500,what's the nutritional info for spaghetti,nutrition_info,55
5501,what's the nutritional info for pizza,nutrition_info,55
5502,how healthy are potato skins,nutrition_info,55
5503,how healthy is spaghetti,nutrition_info,55
5504,share the nutrition info for brownies with me,nutrition_info,55
5505,share the nutrition info for french fries with me,nutrition_info,55
5506,what's the nutritional info for potato skins,nutrition_info,55
5507,what's the nutritional info for lasagna,nutrition_info,55
5508,how healthy are french fries,nutrition_info,55
5509,share the nutrition info for spaghetti with me,nutrition_info,55
5510,share the nutrition info for cake with me,nutrition_info,55
5511,what's the nutritional info for french fries,nutrition_info,55
5512,how healthy is tomato soup,nutrition_info,55
5513,share the nutrition info for pizza with me,nutrition_info,55
5514,what do you know to be the nutritional info for macaroni and cheese to be,nutrition_info,55
5515,the nutritional info for macaroni and cheese is what,nutrition_info,55
5516,can you read to me the nutritional info for macaroni and cheese,nutrition_info,55
5517,do you know the nutritional info for macaroni and cheese,nutrition_info,55
5518,can you remember the nutritional info for macaroni and cheese,nutrition_info,55
5519,is it healthy to eat pizza,nutrition_info,55
5520,is pizza healthy,nutrition_info,55
5521,how healthy is pizza,nutrition_info,55
5522,could pizza be healthy,nutrition_info,55
5523,is pizza considered healthy,nutrition_info,55
5524,"i'd like to know the nutritional content of eggs, please",nutrition_info,55
5525,what's the nutrition content of chicken nuggets,nutrition_info,55
5526,give me the nutrition facts for chicken breast,nutrition_info,55
5527,what's the nutritional information for steak,nutrition_info,55
5528,can you tell me the nutritional content of chicken nuggets,nutrition_info,55
5529,what's the nutritional information of iceberg lettuce,nutrition_info,55
5530,what kind of nutritional content do carrots have,nutrition_info,55
5531,nutritional information for celery,nutrition_info,55
5532,what are the nutritional facts of waffles,nutrition_info,55
5533,can you tell me the nutrition info for pork sausage,nutrition_info,55
5534,what's the nutritional info for an apple,nutrition_info,55
5535,what's the nutritional info for chicken breast,nutrition_info,55
5536,what's the nutritional info for a banana,nutrition_info,55
5537,what's the nutritional info for a cheeseburger,nutrition_info,55
5538,what's the nutritional info for a loaf of bread,nutrition_info,55
5539,mashed potato's nutrition,nutrition_info,55
5540,nutrition information of mashed potatoes,nutrition_info,55
5541,what are the nutritional data for mashed potatoes,nutrition_info,55
5542,are mashed potatoes good nutrition,nutrition_info,55
5543,give me the nutritional information for mashed potatoes,nutrition_info,55
